row_id,result
1,78
2,225
3,156
4,1
5,94
6,179
7,"267,189"
8,"51,209,6,130,13"
9,"207,76"
10,"115,184,266"
11,104
12,"185,240"
13,"197,125"
14,"101,1"
15,"284,23,256"
16,1
17,"215,170,276"
18,91
19,1
20,"54,103"
21,"241,168"
22,74
23,149
24,118
25,1
26,"34,205"
27,"92,17"
28,"62,205,17"
29,234
30,"180,110,205"
31,"166,221"
32,"128,34,124,206"
33,1
34,272
35,217
36,"72,276"
37,140
38,1
39,"247,73,5,145"
40,235
41,187
42,1
43,1
44,1
45,89
46,1
47,21
48,1
49,108
50,"218,183,50,176,146"
51,231
52,21
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,125
61,1
62,1
63,1
64,"198,166"
65,"53,12,75"
66,252
67,"170,74,45"
68,"52,190,184"
69,28
70,26
71,112
72,1
73,1
74,81
75,"44,155"
76,145
77,1
78,"193,155,118"
79,"168,271"
80,"218,50,164,181,252"
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,197
92,1
93,1
94,1
95,1
96,1
97,"72,169,243"
98,"209,132"
99,"193,233,235"
100,"89,166,233,54,235"
